ReleaseDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20120313,6001,Alameda County,CA,0,100,100,100,0,0,3/13/12,3/19/12,1
20120306,6001,Alameda County,CA,0,100,100,0,0,0,3/6/12,3/12/12,1
20120228,6001,Alameda County,CA,0,100,100,0,0,0,2/28/12,3/5/12,1
20120221,6001,Alameda County,CA,0,100,100,0,0,0,2/21/12,2/27/12,1
20120214,6001,Alameda County,CA,0,100,100,0,0,0,2/14/12,2/20/12,1
20120207,6001,Alameda County,CA,0,100,100,0,0,0,2/7/12,2/13/12,1
20120131,6001,Alameda County,CA,0,100,100,0,0,0,1/31/12,2/6/12,1
20120124,6001,Alameda County,CA,0,100,100,0,0,0,1/24/12,1/30/12,1
20120117,6001,Alameda County,CA,0,100,100,0,0,0,1/17/12,1/23/12,1
20120110,6001,Alameda County,CA,0,100,100,0,0,0,1/10/12,1/16/12,1
20120103,6001,Alameda County,CA,0,100,100,0,0,0,1/3/12,1/9/12,1
20111227,6001,Alameda County,CA,0,100,0,0,0,0,12/27/11,1/2/12,1
20111220,6001,Alameda County,CA,100,0,0,0,0,0,12/20/11,12/26/11,1
20111213,6001,Alameda County,CA,100,0,0,0,0,0,12/13/11,12/19/11,1
20111206,6001,Alameda County,CA,100,0,0,0,0,0,12/6/11,12/12/11,1
20111129,6001,Alameda County,CA,100,0,0,0,0,0,11/29/11,12/5/11,1
20111122,6001,Alameda County,CA,100,0,0,0,0,0,11/22/11,11/28/11,1
20111115,6001,Alameda County,CA,100,0,0,0,0,0,11/15/11,11/21/11,1
20111108,6001,Alameda County,CA,100,0,0,0,0,0,11/8/11,11/14/11,1
20111101,6001,Alameda County,CA,100,0,0,0,0,0,11/1/11,11/7/11,1
20111025,6001,Alameda County,CA,100,0,0,0,0,0,10/25/11,10/31/11,1
20111018,6001,Alameda County,CA,100,0,0,0,0,0,10/18/11,10/24/11,1
20111011,6001,Alameda County,CA,100,0,0,0,0,0,10/11/11,10/17/11,1
20111004,6001,Alameda County,CA,100,0,0,0,0,0,10/4/11,10/10/11,1
20110927,6001,Alameda County,CA,100,0,0,0,0,0,9/27/11,10/3/11,1
20110920,6001,Alameda County,CA,100,0,0,0,0,0,9/20/11,9/26/11,1
20110913,6001,Alameda County,CA,100,0,0,0,0,0,9/13/11,9/19/11,1
20110906,6001,Alameda County,CA,100,0,0,0,0,0,9/6/11,9/12/11,1
20110830,6001,Alameda County,CA,100,0,0,0,0,0,8/30/11,9/5/11,1
20110823,6001,Alameda County,CA,100,0,0,0,0,0,8/23/11,8/29/11,1
20110816,6001,Alameda County,CA,100,0,0,0,0,0,8/16/11,8/22/11,1
20110809,6001,Alameda County,CA,100,0,0,0,0,0,8/9/11,8/15/11,1
20110802,6001,Alameda County,CA,100,0,0,0,0,0,8/2/11,8/8/11,1
20110726,6001,Alameda County,CA,100,0,0,0,0,0,7/26/11,8/1/11,1
20110719,6001,Alameda County,CA,100,0,0,0,0,0,7/19/11,7/25/11,1
20110712,6001,Alameda County,CA,100,0,0,0,0,0,7/12/11,7/18/11,1
20110705,6001,Alameda County,CA,100,0,0,0,0,0,7/5/11,7/11/11,1
20110628,6001,Alameda County,CA,100,0,0,0,0,0,6/28/11,7/4/11,1
20110621,6001,Alameda County,CA,100,0,0,0,0,0,6/21/11,6/27/11,1
20110614,6001,Alameda County,CA,100,0,0,0,0,0,6/14/11,6/20/11,1
20110607,6001,Alameda County,CA,100,0,0,0,0,0,6/7/11,6/13/11,1
20110531,6001,Alameda County,CA,100,0,0,0,0,0,5/31/11,6/6/11,1
20110524,6001,Alameda County,CA,100,0,0,0,0,0,5/24/11,5/30/11,1
20110517,6001,Alameda County,CA,100,0,0,0,0,0,5/17/11,5/23/11,1
20110510,6001,Alameda County,CA,100,0,0,0,0,0,5/10/11,5/16/11,1
20110503,6001,Alameda County,CA,100,0,0,0,0,0,5/3/11,5/9/11,1
20110426,6001,Alameda County,CA,100,0,0,0,0,0,4/26/11,5/2/11,1
20110419,6001,Alameda County,CA,100,0,0,0,0,0,4/19/11,4/25/11,1
20110412,6001,Alameda County,CA,100,0,0,0,0,0,4/12/11,4/18/11,1
20110405,6001,Alameda County,CA,100,0,0,0,0,0,4/5/11,4/11/11,1
20110329,6001,Alameda County,CA,100,0,0,0,0,0,3/29/11,4/4/11,1
20110322,6001,Alameda County,CA,100,0,0,0,0,0,3/22/11,3/28/11,1
20110315,6001,Alameda County,CA,100,0,0,0,0,0,3/15/11,3/21/11,1
20110308,6001,Alameda County,CA,100,0,0,0,0,0,3/8/11,3/14/11,1
20110301,6001,Alameda County,CA,100,0,0,0,0,0,3/1/11,3/7/11,1
20110222,6001,Alameda County,CA,100,0,0,0,0,0,2/22/11,2/28/11,1
20110215,6001,Alameda County,CA,100,0,0,0,0,0,2/15/11,2/21/11,1
20110208,6001,Alameda County,CA,100,0,0,0,0,0,2/8/11,2/14/11,1
20110201,6001,Alameda County,CA,100,0,0,0,0,0,2/1/11,2/7/11,1
20110125,6001,Alameda County,CA,100,0,0,0,0,0,1/25/11,1/31/11,1
20110118,6001,Alameda County,CA,100,0,0,0,0,0,1/18/11,1/24/11,1
20110111,6001,Alameda County,CA,100,0,0,0,0,0,1/11/11,1/17/11,1
20110104,6001,Alameda County,CA,100,0,0,0,0,0,1/4/11,1/10/11,1
20101228,6001,Alameda County,CA,100,0,0,0,0,0,12/28/10,1/3/11,1
20101221,6001,Alameda County,CA,100,0,0,0,0,0,12/21/10,12/27/10,1
20101214,6001,Alameda County,CA,100,0,0,0,0,0,12/14/10,12/20/10,1
20101207,6001,Alameda County,CA,100,0,0,0,0,0,12/7/10,12/13/10,1
20101130,6001,Alameda County,CA,100,0,0,0,0,0,11/30/10,12/6/10,1
20101123,6001,Alameda County,CA,100,0,0,0,0,0,11/23/10,11/29/10,1
20101116,6001,Alameda County,CA,100,0,0,0,0,0,11/16/10,11/22/10,1
20101109,6001,Alameda County,CA,100,0,0,0,0,0,11/9/10,11/15/10,1
20101102,6001,Alameda County,CA,100,0,0,0,0,0,11/2/10,11/8/10,1
20101026,6001,Alameda County,CA,100,0,0,0,0,0,10/26/10,11/1/10,1
20101019,6001,Alameda County,CA,100,0,0,0,0,0,10/19/10,10/25/10,1
20101012,6001,Alameda County,CA,100,0,0,0,0,0,10/12/10,10/18/10,1
20101005,6001,Alameda County,CA,100,0,0,0,0,0,10/5/10,10/11/10,1
20100928,6001,Alameda County,CA,100,0,0,0,0,0,9/28/10,10/4/10,1
20100921,6001,Alameda County,CA,100,0,0,0,0,0,9/21/10,9/27/10,1
20100914,6001,Alameda County,CA,100,0,0,0,0,0,9/14/10,9/20/10,1
20100907,6001,Alameda County,CA,100,0,0,0,0,0,9/7/10,9/13/10,1
20100831,6001,Alameda County,CA,100,0,0,0,0,0,8/31/10,9/6/10,1
20100824,6001,Alameda County,CA,100,0,0,0,0,0,8/24/10,8/30/10,1
20100817,6001,Alameda County,CA,100,0,0,0,0,0,8/17/10,8/23/10,1
20100810,6001,Alameda County,CA,100,0,0,0,0,0,8/10/10,8/16/10,1
20100803,6001,Alameda County,CA,100,0,0,0,0,0,8/3/10,8/9/10,1
20100727,6001,Alameda County,CA,100,0,0,0,0,0,7/27/10,8/2/10,1
20100720,6001,Alameda County,CA,100,0,0,0,0,0,7/20/10,7/26/10,1
20100713,6001,Alameda County,CA,100,0,0,0,0,0,7/13/10,7/19/10,1
20100706,6001,Alameda County,CA,100,0,0,0,0,0,7/6/10,7/12/10,1
20100629,6001,Alameda County,CA,100,0,0,0,0,0,6/29/10,7/5/10,1
20100622,6001,Alameda County,CA,100,0,0,0,0,0,6/22/10,6/28/10,1
20100615,6001,Alameda County,CA,100,0,0,0,0,0,6/15/10,6/21/10,1
20100608,6001,Alameda County,CA,100,0,0,0,0,0,6/8/10,6/14/10,1
20100601,6001,Alameda County,CA,100,0,0,0,0,0,6/1/10,6/7/10,1
20100525,6001,Alameda County,CA,100,0,0,0,0,0,5/25/10,5/31/10,1
20100518,6001,Alameda County,CA,100,0,0,0,0,0,5/18/10,5/24/10,1
20100511,6001,Alameda County,CA,100,0,0,0,0,0,5/11/10,5/17/10,1
20100504,6001,Alameda County,CA,100,0,0,0,0,0,5/4/10,5/10/10,1
20100427,6001,Alameda County,CA,100,0,0,0,0,0,4/27/10,5/3/10,1
20100420,6001,Alameda County,CA,71.2,28.8,0,0,0,0,4/20/10,4/26/10,1
20100413,6001,Alameda County,CA,71.2,28.8,0,0,0,0,4/13/10,4/19/10,1
20100406,6001,Alameda County,CA,66.13,33.87,0,0,0,0,4/6/10,4/12/10,1
20100330,6001,Alameda County,CA,66.13,33.87,0,0,0,0,3/30/10,4/5/10,1
20100323,6001,Alameda County,CA,66.13,33.87,0,0,0,0,3/23/10,3/29/10,1
20100316,6001,Alameda County,CA,66.13,33.87,0,0,0,0,3/16/10,3/22/10,1
20100309,6001,Alameda County,CA,66.13,33.87,0,0,0,0,3/9/10,3/15/10,1
20100302,6001,Alameda County,CA,66.13,33.87,0,0,0,0,3/2/10,3/8/10,1
20100223,6001,Alameda County,CA,66.13,33.87,0,0,0,0,2/23/10,3/1/10,1
20100216,6001,Alameda County,CA,66.13,33.87,0,0,0,0,2/16/10,2/22/10,1
20100209,6001,Alameda County,CA,65.67,34.33,0,0,0,0,2/9/10,2/15/10,1
20100202,6001,Alameda County,CA,65.67,34.33,0,0,0,0,2/2/10,2/8/10,1
20100126,6001,Alameda County,CA,65.23,34.77,0,0,0,0,1/26/10,2/1/10,1
20100119,6001,Alameda County,CA,0,100,34.12,0,0,0,1/19/10,1/25/10,1
20100112,6001,Alameda County,CA,0,100,34.12,0,0,0,1/12/10,1/18/10,1
20100105,6001,Alameda County,CA,0,100,34.12,0,0,0,1/5/10,1/11/10,1
20091229,6001,Alameda County,CA,0,100,34.12,0,0,0,12/29/09,1/4/10,1
20091222,6001,Alameda County,CA,0,100,34.12,0,0,0,12/22/09,12/28/09,1
20091215,6001,Alameda County,CA,0,100,34.12,0,0,0,12/15/09,12/21/09,1
20091208,6001,Alameda County,CA,0,100,34.12,0,0,0,12/8/09,12/14/09,1
20091201,6001,Alameda County,CA,0,100,34.12,0,0,0,12/1/09,12/7/09,1
20091124,6001,Alameda County,CA,0,100,34.12,0,0,0,11/24/09,11/30/09,1
20091117,6001,Alameda County,CA,0,100,34.12,0,0,0,11/17/09,11/23/09,1
20091110,6001,Alameda County,CA,0,100,34.12,0,0,0,11/10/09,11/16/09,1
20091103,6001,Alameda County,CA,0,100,32.02,0,0,0,11/3/09,11/9/09,1
20091027,6001,Alameda County,CA,0,100,32.02,0,0,0,10/27/09,11/2/09,1
20091020,6001,Alameda County,CA,0,100,32.02,0,0,0,10/20/09,10/26/09,1
20091013,6001,Alameda County,CA,0,100,100,37.68,0,0,10/13/09,10/19/09,1
20091006,6001,Alameda County,CA,0,100,100,37.68,0,0,10/6/09,10/12/09,1
20090929,6001,Alameda County,CA,0,100,100,37.68,0,0,9/29/09,10/5/09,1
20090922,6001,Alameda County,CA,0,100,100,37.68,0,0,9/22/09,9/28/09,1
20090915,6001,Alameda County,CA,0,100,100,37.68,0,0,9/15/09,9/21/09,1
20090908,6001,Alameda County,CA,0,100,100,37.68,0,0,9/8/09,9/14/09,1
20090901,6001,Alameda County,CA,0,100,100,37.68,0,0,9/1/09,9/7/09,1
20090825,6001,Alameda County,CA,0,100,100,37.68,0,0,8/25/09,8/31/09,1
20090818,6001,Alameda County,CA,0,100,100,37.68,0,0,8/18/09,8/24/09,1
20090811,6001,Alameda County,CA,0,100,100,37.68,0,0,8/11/09,8/17/09,1
20090804,6001,Alameda County,CA,0,100,100,37.68,0,0,8/4/09,8/10/09,1
20090728,6001,Alameda County,CA,0,100,100,37.68,0,0,7/28/09,8/3/09,1
20090721,6001,Alameda County,CA,0,100,100,37.68,0,0,7/21/09,7/27/09,1
20090714,6001,Alameda County,CA,0,100,100,37.68,0,0,7/14/09,7/20/09,1
20090707,6001,Alameda County,CA,0,100,100,37.68,0,0,7/7/09,7/13/09,1
20090630,6001,Alameda County,CA,0,100,100,37.68,0,0,6/30/09,7/6/09,1
20090623,6001,Alameda County,CA,0,100,100,37.68,0,0,6/23/09,6/29/09,1
20090616,6001,Alameda County,CA,0,100,100,37.68,0,0,6/16/09,6/22/09,1
20090609,6001,Alameda County,CA,0,100,100,37.68,0,0,6/9/09,6/15/09,1
20090602,6001,Alameda County,CA,0,100,100,37.68,0,0,6/2/09,6/8/09,1
20090526,6001,Alameda County,CA,0,100,100,37.68,0,0,5/26/09,6/1/09,1
20090519,6001,Alameda County,CA,0,100,100,37.68,0,0,5/19/09,5/25/09,1
20090512,6001,Alameda County,CA,0,100,100,37.68,0,0,5/12/09,5/18/09,1
20090505,6001,Alameda County,CA,0,100,100,37.68,0,0,5/5/09,5/11/09,1
20090428,6001,Alameda County,CA,0,100,100,37.68,0,0,4/28/09,5/4/09,1
20090421,6001,Alameda County,CA,0,100,100,37.68,0,0,4/21/09,4/27/09,1
20090414,6001,Alameda County,CA,0,100,100,37.68,0,0,4/14/09,4/20/09,1
20090407,6001,Alameda County,CA,0,100,100,37.68,0,0,4/7/09,4/13/09,1
20090331,6001,Alameda County,CA,0,100,100,0,0,0,3/31/09,4/6/09,1
20090324,6001,Alameda County,CA,0,100,100,0,0,0,3/24/09,3/30/09,1
20090317,6001,Alameda County,CA,0,100,100,0,0,0,3/17/09,3/23/09,1
20090310,6001,Alameda County,CA,0,100,100,0,0,0,3/10/09,3/16/09,1
20090303,6001,Alameda County,CA,0,100,100,97.89,0,0,3/3/09,3/9/09,1
20090224,6001,Alameda County,CA,0,100,100,97.89,0,0,2/24/09,3/2/09,1
20090217,6001,Alameda County,CA,0,100,100,97.89,0,0,2/17/09,2/23/09,1
20090210,6001,Alameda County,CA,0,100,100,100,0,0,2/10/09,2/16/09,1
20090203,6001,Alameda County,CA,0,100,100,100,0,0,2/3/09,2/9/09,1
20090127,6001,Alameda County,CA,0,100,100,51.9,0,0,1/27/09,2/2/09,1
20090120,6001,Alameda County,CA,0,100,100,51.9,0,0,1/20/09,1/26/09,1
20090113,6001,Alameda County,CA,0,100,100,51.88,0,0,1/13/09,1/19/09,1
20090106,6001,Alameda County,CA,0,100,100,51.88,0,0,1/6/09,1/12/09,1
20081230,6001,Alameda County,CA,0,100,100,51.88,0,0,12/30/08,1/5/09,1
20081223,6001,Alameda County,CA,0,100,100,51.88,0,0,12/23/08,12/29/08,1
20081216,6001,Alameda County,CA,0,100,100,51.88,0,0,12/16/08,12/22/08,1
20081209,6001,Alameda County,CA,0,100,100,51.88,0,0,12/9/08,12/15/08,1
20081202,6001,Alameda County,CA,0,100,100,51.88,0,0,12/2/08,12/8/08,1
20081125,6001,Alameda County,CA,0,100,100,51.88,0,0,11/25/08,12/1/08,1
20081118,6001,Alameda County,CA,0,100,100,51.88,0,0,11/18/08,11/24/08,1
20081111,6001,Alameda County,CA,0,100,100,51.88,0,0,11/11/08,11/17/08,1
20081104,6001,Alameda County,CA,0,100,100,51.88,0,0,11/4/08,11/10/08,1
20081028,6001,Alameda County,CA,0,100,100,99.81,0,0,10/28/08,11/3/08,1
20081021,6001,Alameda County,CA,0,100,100,99.67,0,0,10/21/08,10/27/08,1
20081014,6001,Alameda County,CA,0,100,100,99.72,0,0,10/14/08,10/20/08,1
20081007,6001,Alameda County,CA,0,100,100,99.8,0,0,10/7/08,10/13/08,1
20080930,6001,Alameda County,CA,0,100,100,99.8,0,0,9/30/08,10/6/08,1
20080923,6001,Alameda County,CA,0,100,100,99.8,0,0,9/23/08,9/29/08,1
20080916,6001,Alameda County,CA,0,100,100,99.8,0,0,9/16/08,9/22/08,1
20080909,6001,Alameda County,CA,0,100,100,99.8,0,0,9/9/08,9/15/08,1
20080902,6001,Alameda County,CA,0,100,100,99.8,0,0,9/2/08,9/8/08,1
20080826,6001,Alameda County,CA,0,100,100,99.8,0,0,8/26/08,9/1/08,1
20080819,6001,Alameda County,CA,0,100,100,99.8,0,0,8/19/08,8/25/08,1
20080812,6001,Alameda County,CA,0,100,100,99.8,0,0,8/12/08,8/18/08,1
20080805,6001,Alameda County,CA,0,100,100,99.8,0,0,8/5/08,8/11/08,1
20080729,6001,Alameda County,CA,0,100,100,99.8,0,0,7/29/08,8/4/08,1
20080722,6001,Alameda County,CA,0,100,100,0,0,0,7/22/08,7/28/08,1
20080715,6001,Alameda County,CA,0,100,100,0,0,0,7/15/08,7/21/08,1
20080708,6001,Alameda County,CA,0,100,100,0,0,0,7/8/08,7/14/08,1
20080701,6001,Alameda County,CA,0,100,100,0,0,0,7/1/08,7/7/08,1
20080624,6001,Alameda County,CA,0,100,100,0,0,0,6/24/08,6/30/08,1
20080617,6001,Alameda County,CA,0,100,100,0,0,0,6/17/08,6/23/08,1
20080610,6001,Alameda County,CA,0,100,100,0,0,0,6/10/08,6/16/08,1
20080603,6001,Alameda County,CA,0,100,100,0,0,0,6/3/08,6/9/08,1
20080527,6001,Alameda County,CA,0,100,0,0,0,0,5/27/08,6/2/08,1
20080520,6001,Alameda County,CA,0,100,0,0,0,0,5/20/08,5/26/08,1
20080513,6001,Alameda County,CA,0,100,0,0,0,0,5/13/08,5/19/08,1
20080506,6001,Alameda County,CA,0,100,0,0,0,0,5/6/08,5/12/08,1
20080429,6001,Alameda County,CA,0,100,0,0,0,0,4/29/08,5/5/08,1
20080422,6001,Alameda County,CA,100,0,0,0,0,0,4/22/08,4/28/08,1
20080415,6001,Alameda County,CA,100,0,0,0,0,0,4/15/08,4/21/08,1
20080408,6001,Alameda County,CA,100,0,0,0,0,0,4/8/08,4/14/08,1
20080401,6001,Alameda County,CA,100,0,0,0,0,0,4/1/08,4/7/08,1
20080325,6001,Alameda County,CA,100,0,0,0,0,0,3/25/08,3/31/08,1
20080318,6001,Alameda County,CA,100,0,0,0,0,0,3/18/08,3/24/08,1
20080311,6001,Alameda County,CA,100,0,0,0,0,0,3/11/08,3/17/08,1
20080304,6001,Alameda County,CA,100,0,0,0,0,0,3/4/08,3/10/08,1
20080226,6001,Alameda County,CA,100,0,0,0,0,0,2/26/08,3/3/08,1
20080219,6001,Alameda County,CA,65.37,34.63,0,0,0,0,2/19/08,2/25/08,1
20080212,6001,Alameda County,CA,65.37,34.63,0,0,0,0,2/12/08,2/18/08,1
20080205,6001,Alameda County,CA,65.37,34.63,0,0,0,0,2/5/08,2/11/08,1
20080129,6001,Alameda County,CA,65.37,34.63,0,0,0,0,1/29/08,2/4/08,1
20080122,6001,Alameda County,CA,0,100,15.32,0,0,0,1/22/08,1/28/08,1
20080115,6001,Alameda County,CA,0,100,14.16,0,0,0,1/15/08,1/21/08,1
20080108,6001,Alameda County,CA,0,100,14.16,0,0,0,1/8/08,1/14/08,1
20080101,6001,Alameda County,CA,0,100,100,0,0,0,1/1/08,1/7/08,1
20071225,6001,Alameda County,CA,0,100,100,0,0,0,12/25/07,12/31/07,1
20071218,6001,Alameda County,CA,0,100,100,0,0,0,12/18/07,12/24/07,1
20071211,6001,Alameda County,CA,0,100,100,0,0,0,12/11/07,12/17/07,1
20071204,6001,Alameda County,CA,0,100,100,0,0,0,12/4/07,12/10/07,1
20071127,6001,Alameda County,CA,0,100,100,0,0,0,11/27/07,12/3/07,1
20071120,6001,Alameda County,CA,0,100,100,0,0,0,11/20/07,11/26/07,1
20071113,6001,Alameda County,CA,0,100,100,0,0,0,11/13/07,11/19/07,1
20071106,6001,Alameda County,CA,0,100,100,0,0,0,11/6/07,11/12/07,1
20071030,6001,Alameda County,CA,0,100,100,0,0,0,10/30/07,11/5/07,1
20071023,6001,Alameda County,CA,0,100,100,62.22,0,0,10/23/07,10/29/07,1
20071016,6001,Alameda County,CA,0,100,100,62.22,0,0,10/16/07,10/22/07,1
20071009,6001,Alameda County,CA,0,100,100,62.22,0,0,10/9/07,10/15/07,1
20071002,6001,Alameda County,CA,0,100,100,62.22,0,0,10/2/07,10/8/07,1
20070925,6001,Alameda County,CA,0,100,100,62.22,0,0,9/25/07,10/1/07,1
20070918,6001,Alameda County,CA,0,100,100,62.22,0,0,9/18/07,9/24/07,1
20070911,6001,Alameda County,CA,0,100,100,62.22,0,0,9/11/07,9/17/07,1
20070904,6001,Alameda County,CA,0,100,100,62.22,0,0,9/4/07,9/10/07,1
20070828,6001,Alameda County,CA,0,100,100,62.22,0,0,8/28/07,9/3/07,1
20070821,6001,Alameda County,CA,0,100,100,62.22,0,0,8/21/07,8/27/07,1
20070814,6001,Alameda County,CA,0,100,100,62.22,0,0,8/14/07,8/20/07,1
20070807,6001,Alameda County,CA,0,100,100,62.22,0,0,8/7/07,8/13/07,1
20070731,6001,Alameda County,CA,0,100,100,62.22,0,0,7/31/07,8/6/07,1
20070724,6001,Alameda County,CA,0,100,100,62.22,0,0,7/24/07,7/30/07,1
20070717,6001,Alameda County,CA,0,100,100,62.22,0,0,7/17/07,7/23/07,1
20070710,6001,Alameda County,CA,0,100,100,62.22,0,0,7/10/07,7/16/07,1
20070703,6001,Alameda County,CA,0,100,100,62.22,0,0,7/3/07,7/9/07,1
20070626,6001,Alameda County,CA,0,100,100,62.22,0,0,6/26/07,7/2/07,1
20070619,6001,Alameda County,CA,0,100,100,62.22,0,0,6/19/07,6/25/07,1
20070612,6001,Alameda County,CA,0,100,100,62.22,0,0,6/12/07,6/18/07,1
20070605,6001,Alameda County,CA,0,100,100,62.22,0,0,6/5/07,6/11/07,1
20070529,6001,Alameda County,CA,0,100,100,62.22,0,0,5/29/07,6/4/07,1
20070522,6001,Alameda County,CA,0,100,100,62.22,0,0,5/22/07,5/28/07,1
20070515,6001,Alameda County,CA,0,100,100,0,0,0,5/15/07,5/21/07,1
20070508,6001,Alameda County,CA,0,100,100,0,0,0,5/8/07,5/14/07,1
20070501,6001,Alameda County,CA,0,100,100,0,0,0,5/1/07,5/7/07,1
20070424,6001,Alameda County,CA,0,100,100,0,0,0,4/24/07,4/30/07,1
20070417,6001,Alameda County,CA,0,100,100,0,0,0,4/17/07,4/23/07,1
20070410,6001,Alameda County,CA,0,100,82.79,0,0,0,4/10/07,4/16/07,1
20070403,6001,Alameda County,CA,0,100,0,0,0,0,4/3/07,4/9/07,1
20070327,6001,Alameda County,CA,0,100,0,0,0,0,3/27/07,4/2/07,1
20070320,6001,Alameda County,CA,14.34,85.66,0,0,0,0,3/20/07,3/26/07,1
20070313,6001,Alameda County,CA,11.42,88.58,0,0,0,0,3/13/07,3/19/07,1
20070306,6001,Alameda County,CA,11.42,88.58,0,0,0,0,3/6/07,3/12/07,1
20070227,6001,Alameda County,CA,11.42,88.58,0,0,0,0,2/27/07,3/5/07,1
20070220,6001,Alameda County,CA,19.91,80.09,0,0,0,0,2/20/07,2/26/07,1
20070213,6001,Alameda County,CA,19.91,80.09,0,0,0,0,2/13/07,2/19/07,1
20070206,6001,Alameda County,CA,0,100,0,0,0,0,2/6/07,2/12/07,1
20070130,6001,Alameda County,CA,0,100,0,0,0,0,1/30/07,2/5/07,1
20070123,6001,Alameda County,CA,0,100,0,0,0,0,1/23/07,1/29/07,1
20070116,6001,Alameda County,CA,100,0,0,0,0,0,1/16/07,1/22/07,1
20070109,6001,Alameda County,CA,100,0,0,0,0,0,1/9/07,1/15/07,1
20070102,6001,Alameda County,CA,100,0,0,0,0,0,1/2/07,1/8/07,1
20061226,6001,Alameda County,CA,100,0,0,0,0,0,12/26/06,1/1/07,1
20061219,6001,Alameda County,CA,100,0,0,0,0,0,12/19/06,12/25/06,1
20061212,6001,Alameda County,CA,100,0,0,0,0,0,12/12/06,12/18/06,1
20061205,6001,Alameda County,CA,100,0,0,0,0,0,12/5/06,12/11/06,1
20061128,6001,Alameda County,CA,100,0,0,0,0,0,11/28/06,12/4/06,1
20061121,6001,Alameda County,CA,100,0,0,0,0,0,11/21/06,11/27/06,1
20061114,6001,Alameda County,CA,100,0,0,0,0,0,11/14/06,11/20/06,1
20061107,6001,Alameda County,CA,100,0,0,0,0,0,11/7/06,11/13/06,1
20061031,6001,Alameda County,CA,100,0,0,0,0,0,10/31/06,11/6/06,1
20061024,6001,Alameda County,CA,100,0,0,0,0,0,10/24/06,10/30/06,1
20061017,6001,Alameda County,CA,100,0,0,0,0,0,10/17/06,10/23/06,1
20061010,6001,Alameda County,CA,100,0,0,0,0,0,10/10/06,10/16/06,1
20061003,6001,Alameda County,CA,100,0,0,0,0,0,10/3/06,10/9/06,1
20060926,6001,Alameda County,CA,100,0,0,0,0,0,9/26/06,10/2/06,1
20060919,6001,Alameda County,CA,100,0,0,0,0,0,9/19/06,9/25/06,1
20060912,6001,Alameda County,CA,100,0,0,0,0,0,9/12/06,9/18/06,1
20060905,6001,Alameda County,CA,100,0,0,0,0,0,9/5/06,9/11/06,1
20060829,6001,Alameda County,CA,100,0,0,0,0,0,8/29/06,9/4/06,1
20060822,6001,Alameda County,CA,100,0,0,0,0,0,8/22/06,8/28/06,1
20060815,6001,Alameda County,CA,100,0,0,0,0,0,8/15/06,8/21/06,1
20060808,6001,Alameda County,CA,100,0,0,0,0,0,8/8/06,8/14/06,1
20060801,6001,Alameda County,CA,100,0,0,0,0,0,8/1/06,8/7/06,1
20060725,6001,Alameda County,CA,100,0,0,0,0,0,7/25/06,7/31/06,1
20060718,6001,Alameda County,CA,100,0,0,0,0,0,7/18/06,7/24/06,1
20060711,6001,Alameda County,CA,100,0,0,0,0,0,7/11/06,7/17/06,1
20060704,6001,Alameda County,CA,100,0,0,0,0,0,7/4/06,7/10/06,1
20060627,6001,Alameda County,CA,100,0,0,0,0,0,6/27/06,7/3/06,1
