ReleaseDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20000613,CA,100,0,0,0,0,0,6/13/00,6/19/00,1
20000606,CA,100,0,0,0,0,0,6/6/00,6/12/00,1
20000530,CA,100,0,0,0,0,0,5/30/00,6/5/00,1
20000523,CA,100,0,0,0,0,0,5/23/00,5/29/00,1
20000516,CA,100,0,0,0,0,0,5/16/00,5/22/00,1
20000509,CA,100,0,0,0,0,0,5/9/00,5/15/00,1
20000502,CA,100,0,0,0,0,0,5/2/00,5/8/00,1
20000425,CA,100,0,0,0,0,0,4/25/00,5/1/00,1
20000418,CA,95.93,4.07,0,0,0,0,4/18/00,4/24/00,1
20000411,CA,97.02,2.98,0,0,0,0,4/11/00,4/17/00,1
20000404,CA,97.02,2.98,0,0,0,0,4/4/00,4/10/00,1
20000328,CA,97.28,2.72,0,0,0,0,3/28/00,4/3/00,1
20000321,CA,97.45,2.55,0,0,0,0,3/21/00,3/27/00,1
20000314,CA,97.45,2.55,0,0,0,0,3/14/00,3/20/00,1
20000307,CA,90.56,9.44,0.03,0,0,0,3/7/00,3/13/00,1
20000229,CA,83.71,16.29,0.05,0,0,0,2/29/00,3/6/00,1
20000222,CA,81.29,18.71,0,0,0,0,2/22/00,2/28/00,1
20000215,CA,56.39,43.61,0,0,0,0,2/15/00,2/21/00,1
20000208,CA,55.8,44.2,0,0,0,0,2/8/00,2/14/00,1
20000201,CA,49.12,50.88,0,0,0,0,2/1/00,2/7/00,1
20000125,CA,44.03,55.97,0,0,0,0,1/25/00,1/31/00,1
20000118,CA,27.97,72.03,0,0,0,0,1/18/00,1/24/00,1
20000111,CA,18.25,81.75,0,0,0,0,1/11/00,1/17/00,1
20000104,CA,51.83,48.17,0,0,0,0,1/4/00,1/10/00,1
20020827,NE,1.26,98.74,92.26,82.06,67.55,41.66,8/27/02,9/2/02,1
20020820,NE,1.19,98.81,95.71,88.32,70.27,43.34,8/20/02,8/26/02,1
20020813,NE,1.35,98.65,95.63,91.14,71.69,43.25,8/13/02,8/19/02,1
20020806,NE,0,100,98.76,92.72,73.76,43.55,8/6/02,8/12/02,1
20020730,NE,0,100,100,97.94,80.93,37.9,7/30/02,8/5/02,1
20020723,NE,0,100,100,98.4,37.8,6.91,7/23/02,7/29/02,1
20020716,NE,0,100,98.52,54.11,23.16,0,7/16/02,7/22/02,1
20020709,NE,0,100,92.48,46.56,22.78,0,7/9/02,7/15/02,1
20020702,NE,0,100,90.31,55.2,28.62,0,7/2/02,7/8/02,1
20020625,NE,6.7,93.3,61.53,43.95,23.48,0,6/25/02,7/1/02,1
20020618,NE,18.62,81.38,64.75,35.18,8.01,0,6/18/02,6/24/02,1
20020611,NE,21.2,78.8,48.22,16.73,6.47,0,6/11/02,6/17/02,1
20020604,NE,28.82,71.18,48.13,17.04,6.58,0,6/4/02,6/10/02,1
20020528,NE,24.91,75.09,47.57,18.03,6.45,0,5/28/02,6/3/02,1
20020521,NE,20.72,79.28,49.76,17.28,8.56,0,5/21/02,5/27/02,1
20020514,NE,19.76,80.24,57.9,20.63,9.6,0,5/14/02,5/20/02,1
20020507,NE,1.59,98.41,70.04,23.14,0,0,5/7/02,5/13/02,1
20020430,NE,1.64,98.36,68.26,14.75,0,0,4/30/02,5/6/02,1
20020423,NE,0.28,99.72,68.63,11.86,0,0,4/23/02,4/29/02,1
20020416,NE,0,100,70.58,5.42,0,0,4/16/02,4/22/02,1
20020409,NE,0,100,59.47,0.93,0,0,4/9/02,4/15/02,1
20020402,NE,0,100,39.95,0.9,0,0,4/2/02,4/8/02,1
20020326,NE,6.98,93.02,45.76,0.62,0,0,3/26/02,4/1/02,1
20020319,NE,28.19,71.81,41.96,0.69,0,0,3/19/02,3/25/02,1
20020312,NE,28.32,71.68,44.07,2.06,0,0,3/12/02,3/18/02,1
20020305,NE,35.84,64.16,43.94,1.65,0,0,3/5/02,3/11/02,1
20020226,NE,31.99,68.01,44.4,1.97,0,0,2/26/02,3/4/02,1
20020219,NE,52.42,47.58,25.7,0,0,0,2/19/02,2/25/02,1
20020212,NE,52.5,47.5,25.96,0,0,0,2/12/02,2/18/02,1
20020205,NE,44.16,55.84,15.36,0,0,0,2/5/02,2/11/02,1
20020129,NE,47.42,52.58,0,0,0,0,1/29/02,2/4/02,1
20020122,NE,48.17,51.83,0,0,0,0,1/22/02,1/28/02,1
20020115,NE,49.25,50.75,0,0,0,0,1/15/02,1/21/02,1
20020108,NE,70.25,29.75,0,0,0,0,1/8/02,1/14/02,1
20020101,NE,70.32,29.68,0,0,0,0,1/1/02,1/7/02,1
20011225,NE,70.78,29.22,0,0,0,0,12/25/01,12/31/01,1
20011218,NE,70.78,29.22,0,0,0,0,12/18/01,12/24/01,1
20011211,NE,70.78,29.22,0,0,0,0,12/11/01,12/17/01,1
20011204,NE,70.78,29.22,0,0,0,0,12/4/01,12/10/01,1
20011127,NE,70.78,29.22,0,0,0,0,11/27/01,12/3/01,1
20011120,NE,21.17,78.83,2.81,0,0,0,11/20/01,11/26/01,1
20011113,NE,21.72,78.28,2.81,0,0,0,11/13/01,11/19/01,1
20011106,NE,62.85,37.15,2.81,0,0,0,11/6/01,11/12/01,1
20011030,NE,62.84,37.16,2.81,0,0,0,10/30/01,11/5/01,1
20011023,NE,63.45,36.55,2.81,0,0,0,10/23/01,10/29/01,1
20011016,NE,68.32,31.68,2.81,0,0,0,10/16/01,10/22/01,1
20011009,NE,68.32,31.68,2.81,0,0,0,10/9/01,10/15/01,1
20011002,NE,67.29,32.71,2.81,0,0,0,10/2/01,10/8/01,1
20010925,NE,66.9,33.1,2.81,0,0,0,9/25/01,10/1/01,1
20010918,NE,57.72,42.28,2.81,0,0,0,9/18/01,9/24/01,1
20010911,NE,45.52,54.48,6.12,0,0,0,9/11/01,9/17/01,1
20010904,NE,47.93,52.07,8.63,0,0,0,9/4/01,9/10/01,1
20010828,NE,74.68,25.32,5.1,0,0,0,8/28/01,9/3/01,1
20010821,NE,74.47,25.53,4.77,0,0,0,8/21/01,8/27/01,1
20010814,NE,63.28,36.72,9.11,0,0,0,8/14/01,8/20/01,1
20010807,NE,60.23,39.77,2.57,0,0,0,8/7/01,8/13/01,1
20010731,NE,65.84,34.16,2.57,0,0,0,7/31/01,8/6/01,1
20010724,NE,78.82,21.18,2.55,0,0,0,7/24/01,7/30/01,1
20010717,NE,76.4,23.6,2.55,0,0,0,7/17/01,7/23/01,1
20010710,NE,76.27,23.73,4.5,0,0,0,7/10/01,7/16/01,1
20010703,NE,50.31,49.69,5.76,0,0,0,7/3/01,7/9/01,1
20010626,NE,83.3,16.7,0,0,0,0,6/26/01,7/2/01,1
20010619,NE,94.29,5.71,0,0,0,0,6/19/01,6/25/01,1
20010612,NE,94.96,5.04,0,0,0,0,6/12/01,6/18/01,1
20010605,NE,94.96,5.04,0,0,0,0,6/5/01,6/11/01,1
20010529,NE,94.96,5.04,0,0,0,0,5/29/01,6/4/01,1
20010522,NE,94.96,5.04,0,0,0,0,5/22/01,5/28/01,1
20010515,NE,94.96,5.04,0,0,0,0,5/15/01,5/21/01,1
20010508,NE,94.96,5.04,0,0,0,0,5/8/01,5/14/01,1
20010501,NE,90.81,9.19,0,0,0,0,5/1/01,5/7/01,1
20010424,NE,90.81,9.19,0,0,0,0,4/24/01,4/30/01,1
20010417,NE,83.14,16.86,0,0,0,0,4/17/01,4/23/01,1
20010410,NE,63.29,36.71,0,0,0,0,4/10/01,4/16/01,1
20010403,NE,57.26,42.74,0,0,0,0,4/3/01,4/9/01,1
20010327,NE,55.43,44.57,0,0,0,0,3/27/01,4/2/01,1
20010320,NE,55.43,44.57,0,0,0,0,3/20/01,3/26/01,1
20010313,NE,54.26,45.74,0,0,0,0,3/13/01,3/19/01,1
20010306,NE,57.05,42.95,0,0,0,0,3/6/01,3/12/01,1
20010227,NE,57.16,42.84,0,0,0,0,2/27/01,3/5/01,1
20010220,NE,40,60,0.03,0,0,0,2/20/01,2/26/01,1
20010213,NE,40,60,0.03,0,0,0,2/13/01,2/19/01,1
20010206,NE,38.33,61.67,10.53,0,0,0,2/6/01,2/12/01,1
20010130,NE,26.85,73.15,10.53,0,0,0,1/30/01,2/5/01,1
20010123,NE,1.09,98.91,18.56,1.28,0,0,1/23/01,1/29/01,1
20010116,NE,1.44,98.56,16.83,0.2,0,0,1/16/01,1/22/01,1
20010109,NE,1.44,98.56,16.83,10.88,0,0,1/9/01,1/15/01,1
20010102,NE,1.42,98.58,16.83,10.88,0,0,1/2/01,1/8/01,1
20001226,NE,1.42,98.58,16.56,10.88,0,0,12/26/00,1/1/01,1
20001219,NE,0.42,99.58,16.84,8.77,0,0,12/19/00,12/25/00,1
20001212,NE,0.1,99.9,20.89,6.97,0,0,12/12/00,12/18/00,1
20001205,NE,0.15,99.85,20.89,6.85,0,0,12/5/00,12/11/00,1
20001128,NE,0.05,99.95,20.89,8.51,0,0,11/28/00,12/4/00,1
20001121,NE,0.05,99.95,20.89,8.51,0,0,11/21/00,11/27/00,1
20001114,NE,0.02,99.98,21.74,9.34,0,0,11/14/00,11/20/00,1
20001107,NE,0.04,99.96,29.16,15.47,0,0,11/7/00,11/13/00,1
20001031,NE,0,100,89.95,29.99,6.28,0,10/31/00,11/6/00,1
20001024,NE,0,100,90.26,63.56,17.24,0,10/24/00,10/30/00,1
20001017,NE,0.14,99.86,98.69,65.07,15.34,0,10/17/00,10/23/00,1
20001010,NE,0.15,99.85,77.59,60.85,3.41,0,10/10/00,10/16/00,1
20001003,NE,0.09,99.91,77.59,60.85,3.41,0,10/3/00,10/9/00,1
20000926,NE,0,100,77.78,60.85,2.29,0,9/26/00,10/2/00,1
20000919,NE,0,100,91.97,74.25,16.09,0,9/19/00,9/25/00,1
20000912,NE,0,100,88.7,55.06,12.62,0,9/12/00,9/18/00,1
20000905,NE,0.08,99.92,80.49,46.18,9.67,0,9/5/00,9/11/00,1
20000829,NE,1.51,98.49,75.53,41.68,9.67,0,8/29/00,9/4/00,1
20000822,NE,3.28,96.72,75.16,41.68,8.62,0,8/22/00,8/28/00,1
20000815,NE,3.28,96.72,80.09,44.29,8.62,0,8/15/00,8/21/00,1
20000808,NE,4.09,95.91,63.11,28.31,6.64,0,8/8/00,8/14/00,1
20000801,NE,0.82,99.18,65.16,30.95,6.64,0,8/1/00,8/7/00,1
20000725,NE,0.01,99.99,66.03,30.95,6.64,0,7/25/00,7/31/00,1
20000718,NE,0.01,99.99,76.98,31.62,8.24,0,7/18/00,7/24/00,1
20000711,NE,0.36,99.64,78.21,33.73,7.74,0,7/11/00,7/17/00,1
20000704,NE,0.23,99.77,81.14,47.27,7.74,0,7/4/00,7/10/00,1
20000627,NE,14.33,85.67,65.29,46.8,0,0,6/27/00,7/3/00,1
20000620,NE,29.23,70.77,56.04,45.96,1.42,0,6/20/00,6/26/00,1
20000613,NE,34.35,65.65,48.31,38.7,7.04,0,6/13/00,6/19/00,1
20000606,NE,34.62,65.38,46.91,28.63,5.17,0,6/6/00,6/12/00,1
20000530,NE,35.3,64.7,50.02,31.3,2.83,0,5/30/00,6/5/00,1
20000523,NE,26.91,73.09,51.89,41.6,4.71,0,5/23/00,5/29/00,1
20000516,NE,27.1,72.9,65.75,39.8,0,0,5/16/00,5/22/00,1
20000509,NE,27.09,72.91,65.72,38.36,0,0,5/9/00,5/15/00,1
20000502,NE,27.09,72.91,65.72,39.47,0,0,5/2/00,5/8/00,1
20000425,NE,16.1,83.9,70.1,46.42,0,0,4/25/00,5/1/00,1
20000418,NE,4.92,95.08,70.09,57.53,0,0,4/18/00,4/24/00,1
20000411,NE,21.01,78.99,67.62,50.33,0,0,4/11/00,4/17/00,1
20000404,NE,21.04,78.96,67.63,60.79,0,0,4/4/00,4/10/00,1
20000328,NE,20.9,79.1,58.53,41.49,0,0,3/28/00,4/3/00,1
20000321,NE,21.04,78.96,60.54,47.5,0,0,3/21/00,3/27/00,1
20000314,NE,21.04,78.96,60.54,47.5,0,0,3/14/00,3/20/00,1
20000307,NE,9,91,63.56,46.68,0,0,3/7/00,3/13/00,1
20000229,NE,9,91,68.63,46.68,0,0,2/29/00,3/6/00,1
20000222,NE,10.76,89.24,69.04,53.92,0,0,2/22/00,2/28/00,1
20000215,NE,10.76,89.24,69.04,53.92,0,0,2/15/00,2/21/00,1
20000208,NE,10.76,89.24,69.04,53.92,0,0,2/8/00,2/14/00,1
20000201,NE,10.76,89.24,69.04,53.92,0,0,2/1/00,2/7/00,1
20000125,NE,0,100,67.6,48.33,0,0,1/25/00,1/31/00,1
20000118,NE,2.32,97.68,67.6,48.33,0,0,1/18/00,1/24/00,1
20000111,NE,2.32,97.68,63.82,48.33,0,0,1/11/00,1/17/00,1
20000104,NE,2.25,97.75,56.22,32.57,0,0,1/4/00,1/10/00,1
